courier-loops-for-3.pl.png,courier,Perl,Loops-For
courier-temperature-conversion.scala.png,courier,Scala,Temperature-conversion
courier-roman-numerals-encode.setl.png,courier,SETL,Roman-numerals-Encode
courier-loops-for.julia.png,courier,Julia,Loops-For
courier-even-or-odd.lingo.png,courier,Lingo,Even-or-odd
courier-arrays-5.cs.png,courier,C-sharp,Arrays
courier-loops-for-3.sno.png,courier,SNOBOL4,Loops-For
courier-even-or-odd.max.png,courier,MAXScript,Even-or-odd
courier-create-a-file-1.nim.png,courier,Nim,Create-a-file
courier-arrays-1.apl.png,courier,APL,Arrays
courier-even-or-odd-2.bf.png,courier,Brainf---,Even-or-odd
courier-sleep.swift.png,courier,Swift,Sleep
courier-hello-world-text.echolisp.png,courier,EchoLisp,Hello-world-Text
courier-roman-numerals-encode.vba.png,courier,VBA,Roman-numerals-Encode
courier-arrays-4.aime.png,courier,Aime,Arrays
courier-xml-xpath-2.hs.png,courier,Haskell,XML-XPath
courier-arrays-2.lingo.png,courier,Lingo,Arrays
courier-loops-while-1.f.png,courier,Fortran,Loops-While
courier-even-or-odd-1.rkt.png,courier,Racket,Even-or-odd
courier-palindrome-detection-4.c.png,courier,C,Palindrome-detection
courier-arrays-7.c.png,courier,C,Arrays
courier-create-a-file-1.lingo.png,courier,Lingo,Create-a-file
courier-even-or-odd.ada.png,courier,Ada,Even-or-odd
courier-temperature-conversion.ada.png,courier,Ada,Temperature-conversion
courier-arrays-2.i.png,courier,I,Arrays
courier-hello-world-text-3.js.png,courier,JavaScript,Hello-world-Text
courier-inheritance-single-6.js.png,courier,JavaScript,Inheritance-Single
courier-palindrome-detection.echolisp.png,courier,EchoLisp,Palindrome-detection
courier-tokenize-a-string.q.png,courier,Q,Tokenize-a-string
courier-hello-world-text-1.lua.png,courier,Lua,Hello-world-Text
courier-even-or-odd-1.pari.png,courier,PARI-GP,Even-or-odd
courier-inheritance-single.ring.png,courier,Ring,Inheritance-Single
courier-arrays-2.newlisp.png,courier,NewLISP,Arrays
courier-palindrome-detection.ioke.png,courier,Ioke,Palindrome-detection
courier-create-a-file.4dos.png,courier,4DOS-Batch,Create-a-file
courier-loops-for.edsac.png,courier,EDSAC-order-code,Loops-For
courier-create-a-file.bbc.png,courier,BBC-BASIC,Create-a-file
courier-roman-numerals-encode.tcl.png,courier,Tcl,Roman-numerals-Encode
courier-tokenize-a-string-2.r.png,courier,R,Tokenize-a-string
courier-inheritance-single-3.e.png,courier,E,Inheritance-Single
courier-create-a-file.netrexx.png,courier,NetRexx,Create-a-file
courier-sort-an-integer-array-1.ml.png,courier,Standard-ML,Sort-an-integer-array
courier-roman-numerals-encode.applescript.png,courier,AppleScript,Roman-numerals-Encode
courier-even-or-odd.antlang.png,courier,AntLang,Even-or-odd
courier-check-that-file-exists-2.ada.png,courier,Ada,Check-that-file-exists
courier-tokenize-a-string-2.pl6.png,courier,Perl-6,Tokenize-a-string
courier-roman-numerals-encode-1.clj.png,courier,Clojure,Roman-numerals-Encode
courier-hello-world-text-1.cobol.png,courier,COBOL,Hello-world-Text
courier-create-a-file.groovy.png,courier,Groovy,Create-a-file
courier-check-that-file-exists-5.basic.png,courier,BASIC,Check-that-file-exists
courier-sort-an-integer-array-1.ocaml.png,courier,OCaml,Sort-an-integer-array
courier-create-a-file.ada.png,courier,Ada,Create-a-file
courier-loops-for.j.png,courier,J,Loops-For
courier-loops-while-1.java.png,courier,Java,Loops-While
courier-loops-while.holyc.png,courier,HolyC,Loops-While
courier-xml-xpath-2.rascal.png,courier,Rascal,XML-XPath
courier-xml-xpath-2.py.png,courier,Python,XML-XPath
courier-arrays.bat.png,courier,Batch-File,Arrays
courier-check-that-file-exists.groovy.png,courier,Groovy,Check-that-file-exists
courier-sleep.math.png,courier,Mathematica,Sleep
courier-loops-while.dw.png,courier,DWScript,Loops-While
courier-create-a-file.echolisp.png,courier,EchoLisp,Create-a-file
courier-arrays-20.f.png,courier,Fortran,Arrays
courier-sleep-1.bat.png,courier,Batch-File,Sleep
courier-check-that-file-exists.applesoft.png,courier,Applesoft-BASIC,Check-that-file-exists
courier-tokenize-a-string.elixir.png,courier,Elixir,Tokenize-a-string
courier-inheritance-single-5.haxe.png,courier,Haxe,Inheritance-Single
courier-sleep.go.png,courier,Go,Sleep
courier-loops-for-1.php.png,courier,PHP,Loops-For
courier-tokenize-a-string.icon.png,courier,Icon,Tokenize-a-string
courier-loops-for.netrexx.png,courier,NetRexx,Loops-For
courier-arrays.clj.png,courier,Clojure,Arrays
courier-sleep.rebol.png,courier,REBOL,Sleep
courier-hello-world-text-2.max.png,courier,MAXScript,Hello-world-Text
courier-palindrome-detection-3.rb.png,courier,Ruby,Palindrome-detection
courier-check-that-file-exists.ss.png,courier,Scheme,Check-that-file-exists
courier-sort-an-integer-array.bacon.png,courier,BaCon,Sort-an-integer-array
courier-sleep.objeck.png,courier,Objeck,Sleep
courier-arrays-1.tcl.png,courier,Tcl,Arrays
courier-check-that-file-exists.maple.png,courier,Maple,Check-that-file-exists
courier-even-or-odd.6502.png,courier,6502-Assembly,Even-or-odd
courier-arrays-25.f.png,courier,Fortran,Arrays
courier-loops-for.pro.png,courier,Prolog,Loops-For
courier-check-that-file-exists.scala.png,courier,Scala,Check-that-file-exists
courier-palindrome-detection-3.max.png,courier,MAXScript,Palindrome-detection
courier-hello-world-text-2.st.png,courier,Smalltalk,Hello-world-Text
courier-hello-world-text.l.png,courier,Emacs-Lisp,Hello-world-Text
courier-temperature-conversion-1.hs.png,courier,Haskell,Temperature-conversion
courier-loops-while-1.hs.png,courier,Haskell,Loops-While
courier-arrays.axe.png,courier,Axe,Arrays
courier-arrays.lisaac.png,courier,Lisaac,Arrays
courier-loops-while.gml.png,courier,GML,Loops-While
courier-tokenize-a-string.ursa.png,courier,Ursa,Tokenize-a-string
courier-palindrome-detection-2.java.png,courier,Java,Palindrome-detection
courier-sort-an-integer-array.raven.png,courier,Raven,Sort-an-integer-array
courier-arrays.amiga.png,courier,AmigaE,Arrays
courier-loops-while.rust.png,courier,Rust,Loops-While
courier-roman-numerals-encode-3.rb.png,courier,Ruby,Roman-numerals-Encode
courier-hello-world-text-2.lily.png,courier,Lily,Hello-world-Text
courier-arrays.j.png,courier,J,Arrays
courier-roman-numerals-encode-2.sno.png,courier,SNOBOL4,Roman-numerals-Encode
courier-hello-world-text.ambient.png,courier,AmbientTalk,Hello-world-Text
courier-hello-world-text-2.skookum.png,courier,SkookumScript,Hello-world-Text
courier-roman-numerals-encode.tex.png,courier,LaTeX,Roman-numerals-Encode
courier-create-a-file-5.bracmat.png,courier,Bracmat,Create-a-file
courier-tokenize-a-string-1.logo.png,courier,Logo,Tokenize-a-string
courier-inheritance-single-5.comal.png,courier,Comal,Inheritance-Single
courier-tokenize-a-string-1.java.png,courier,Java,Tokenize-a-string
courier-loops-for-2.psh.png,courier,PowerShell,Loops-For
courier-even-or-odd-2.pl.png,courier,Perl,Even-or-odd
courier-check-that-file-exists.py.png,courier,Python,Check-that-file-exists
